ID via;TIPO;Via;Tipo via
1;3;DEL DUOMO;Pza
10;17;VITTORIO EMANUELE II;Gll
50;5;SANTA MARGHERITA;Vlo
51;1;DEGLI ANGIOLI;Via
52;4;DELLO STADIO;Lgo
96;1;PIETRO CALDERON DE LA BARCA;Via
97;4;ARTURO TOSCANINI;Lgo
98;3;DEL LIBERTY;Pza
99;15;GIOVANNI MALAGODI;Pas
100;17;DE CRISTOFORIS;Gll
101;5;CIOVASSO;Vlo
102;15;DUOMO;Pas
103;1;SILVIO PELLICO;Via
104;1;CARLO CATTANEO;Via
105;1;TOMMASO GROSSI;Via
106;1;GIUSEPPE MENGONI;Via
107;1;FARINE;Via
108;1;SANTA MARGHERITA;Via
109;1;SAN PROTASO;Via
110;1;BASSANO PORRONE;Via
111;1;SAN DALMAZIO;Via
112;3;PAOLO FERRARI;Pza
113;1;FILODRAMMATICI;Via
114;1;CLERICI;Via
115;1;DEI BOSSI;Via
116;21;MAURILIO BOSSI;Pzt
117;1;ARRIGO BOITO;Via
118;1;GIUSEPPE VERDI;Via
119;1;ROMAGNOSI;Via
120;1;ANDEGARI;Via
121;1;MONTE DI PIETA';Via
122;1;BRERA;Via
123;1;DELL'ORSO;Via
124;1;DEL LAURO;Via
125;1;CIOVASSINO;Via
126;1;MELONE;Via
127;1;CIOVASSO;Via
128;1;DEL GALLO;Via
129;3;DEL CARMINE;Pza
130;1;DEL CARMINE;Via
131;21;DI BRERA;Pzt
132;1;SAN CARPOFORO;Via
133;1;MARCO FORMENTINI;Via
134;1;MADONNINA;Via
135;1;FIORI CHIARI;Via
136;1;FIORI OSCURI;Via
137;4;BORTOLO BELOTTI;Lgo
138;5;FIORI;Vlo
139;1;BORGONUOVO;Via
140;1;DELL'ANNUNCIATA;Via
141;1;DEI GIARDINI;Via
142;1;GASTONE PISONI;Via
143;1;PONTACCIO;Via
144;1;FATEBENEFRATELLI;Via
145;1;CROCE ROSSA;Via
146;1;FRATELLI GABBA;Via
147;3;SANT'ERASMO;Pza
148;5;GIARDINO;Vlo
149;4;VICTOR DE SABATA;Lgo
150;21;ENRICO CUCCIA;Pzt
151;4;ANTONIO GHIRINGHELLI;Lgo
152;21;GIORDANO DELL'AMORE;Pzt
190;1;ULRICO HOEPLI;Via
191;1;RAGAZZI DEL '99;Via
197;4;RAFFAELE MATTIOLI;Lgo
198;24;SANTA RADEGONDA;Stv
199;23;DEI BAGATTI VALSECCHI;Sit
200;1;GEROLAMO MORONE;Via
201;3;DELLA SCALA;Pza
202;1;CASE ROTTE;Via
203;3;SAN FEDELE;Pza
204;1;TOMMASO MARINO;Via
205;1;UGO FOSCOLO;Via
206;1;GIOVANNI BERCHET;Via
207;1;SAN RAFFAELE;Via
208;1;SANTA RADEGONDA;Via
209;1;AGNELLO;Via
210;1;ADALBERTO CATENA;Via
211;3;FILIPPO MEDA;Pza
212;1;SAN PAOLO;Via
213;1;SAN PIETRO ALL'ORTO;Via
214;11;VITTORIO EMANUELE II;Cso
215;3;SAN CARLO;Pza
216;3;SAN BABILA;Pza
217;17;SALA DEI LONGOBARDI;Gll
218;11;GIACOMO MATTEOTTI;Cso
219;1;MONTE NAPOLEONE;Via
220;1;BAGUTTINO;Via
221;1;BAGUTTA;Via
222;1;SANT'ANDREA;Via
223;1;PIETRO VERRI;Via
224;1;BIGLI;Via
225;27;CARLA LONZI;Grd
226;1;DELLA SPIGA;Via
227;1;GESU';Via
228;1;SANTO SPIRITO;Via
229;1;BORGOSPESSO;Via
230;1;ALESSANDRO MANZONI;Via
231;1;LUIGI ROSSARI;Via
232;3;BELGIOIOSO;Pza
233;1;DEGLI OMENONI;Via
234;4;CORSIA DEI SERVI;Lgo
235;18;INDRO MONTANELLI;Grd
236;1;SENATO;Via
237;3;CAVOUR;Pza
238;11;VENEZIA;Cso
239;17;CIRO FONTANA;Gll
240;4;LINO MONTAGNA;Lgo
241;27;PADRE DAVID MARIA TUROLDO;Grd
242;27;GIUNI RUSSO AL SECOLO GIUSEPPA ROMEO;Grd
243;27;FRANCO BASAGLIA;Grd
244;4;CLAUDIO ABBADO;Lgo
245;1;LAURA PERONI;Via
246;21;ALBA DELL'ACQUA;Pzt
247;4;15 MARTIRI DI PIAZZALE LORETO;Lgo
248;1;ALBERTO MANZI;Via
249;2;MARGHERITA HACK;Vle
250;2;LAURA BASSI;Vle
251;2;DIAN FOSSEY;Vle
252;27;VITTONIO COLOMBO;Grd
253;4;PIERO SACERDOTI;Lgo
255;27;MARIA MONTUORO;Grd
256;18;JENIDE RUSSO;Grd
257;27;GIOVANNA BOCCALINI;Grd
258;27;ELSA PARMIGIANI;Grd
259;27;GIULIANA GADOLA;Grd
260;20;ALBINO ABICO;Par
261;35;STAFFETTE PARTIGIANE;#N/D
296;17;PATTARI;Gll
297;17;STRASBURGO;Gll
298;1;PASSARELLA;Via
299;21;PATTARI;Pzt
300;11;EUROPA;Cso
301;1;BORGOGNA;Via
302;17;SAN CARLO;Gll
303;17;PASSARELLA;Gll
304;1;PATTARI;Via
305;17;DEL CORSO;Gll
306;3;CESARE BECCARIA;Pza
307;1;CESARE BECCARIA;Via
308;3;FONTANA;Pza
309;1;DELL'ARCIVESCOVADO;Via
311;4;ILDEFONSO SCHUSTER;Lgo
312;1;FELICE CAVALLOTTI;Via
313;1;DURINI;Via
314;1;CERVA;Via
315;4;AUGUSTO;Lgo
316;1;VERZIERE;Via
317;1;BROLO;Via
318;1;LARGA;Via
319;1;SAN CLEMENTE;Via
320;1;DELLE ORE;Via
321;1;SANTA TECLA;Via
322;1;PALAZZO REALE;Via
323;1;FRANCESCO PECORARI;Via
324;1;RASTRELLI;Via
325;1;BERGAMINI;Via
326;1;LAGHETTO;Via
327;1;FESTA DEL PERDONO;Via
328;1;SAN BERNARDINO;Via
329;1;CARLO GIUSEPPE MERLO;Via
330;1;FRANCESCO SFORZA;Via
331;4;FRANCESCO RICHINI;Lgo
332;1;SANT'ANTONIO;Via
333;1;CHIARAVALLE;Via
334;1;PANTANO;Via
335;3;VELASCA;Pza
336;1;OSTI;Via
337;1;ALBERICO ALBRICCI;Via
338;1;PAOLO DA CANNOBIO;Via
339;3;ARMANDO DIAZ;Pza
340;1;GUGLIELMO MARCONI;Via
341;1;DOGANA;Via
342;1;CAPPELLARI;Via
343;1;GAETANO GIARDINO;Via
344;1;MAURIZIO GONZAGA;Via
345;21;UMBERTO GIORDANO;Pzt
346;1;DELLA SIGNORA;Via
347;1;ANSELMO RONCHETTI;Via
348;11;MONFORTE;Cso
349;1;SANTA CECILIA;Via
350;5;RASINI;Vlo
351;1;SAN DAMIANO;Via
352;1;MARZIALE;Via
353;3;SAN NAZARO IN BROLO;Pza
354;3;SANTO STEFANO;Pza
355;5;SANTA CATERINA;Vlo
356;1;FLAVIO BARACCHINI;Via
357;1;SAN GIOVANNI IN CONCA;Via
358;27;CAMILLA CEDERNA;Grd
359;5;LAGHETTO;Vlo
360;17;SAN BABILA;Gll
361;1;UMBERTO VISCONTI DI MODRONE;Via
362;1;CINO DEL DUCA;Via
363;4;ENZO TORTORA;Lgo
364;1;CARLO MARIA MARTINI;Via
399;1;LUDOVICO DA VIADANA;Via
401;1;MADDALENA;Via
402;11;DI PORTA ROMANA;Cso
403;1;RUGABELLA;Via
404;1;SAN SENATORE;Via
405;1;SANT'EUFEMIA;Via
406;3;SANT'EUFEMIA;Pza
408;1;SANTA SOFIA;Via
409;3;ERCULEA;Pza
410;1;LENTASIO;Via
508;4;JORGE LUIS BORGES;Lgo
509;17;TORINO;Gll
510;17;UNIONE;Gll
511;20;DELLE BASILICHE;Par
512;15;CENTRALE;Pas
513;1;SAN SISTO;Via
514;3;SANTA MARIA BELTRADE;Pza
515;3;VETRA;Pza
516;1;GIUSEPPE MAZZINI;Via
517;1;SPERONARI;Via
518;1;SPADARI;Via
519;1;ARMORARI;Via
520;1;FALCONE;Via
521;1;DELL'UNIONE;Via
522;1;DEGLI ARCIMBOLDI;Via
523;1;LUPETTA;Via
524;1;ZEBEDIA;Via
525;3;GIUSEPPE MISSORI;Pza
526;11;ITALIA;Cso
527;1;ACHILLE MAURI;Via
528;1;FIENO;Via
529;1;AMEDEI;Via
530;3;SANT'ALESSANDRO;Pza
531;5;PUSTERLA;Vlo
532;1;DEI PIATTI;Via
533;1;VIA SAN PIO V;Via
534;5;SANTA MARIA VALLE;Vlo
535;1;SANTA MARIA VALLE;Via
536;1;PIOPPETTE;Via
537;1;SONCINO;Via
538;1;STAMPA;Via
539;1;SAN VITO;Via
540;1;CELESTINO IV;Via
541;11;DI PORTA TICINESE;Cso
542;4;CARROBBIO;Lgo
543;1;TORINO;Via
544;15;DEGLI OSII;Pas
545;15;SCUOLE PALATINE;Pas
546;3;DEI MERCANTI;Pza
547;1;OREFICI;Via
548;1;VICTOR HUGO;Via
549;1;PIO IV;Via
550;1;FRANCESCO NOVATI;Via
551;1;CAMINADELLA;Via
552;1;ORAZIO;Via
553;1;OLMETTO;Via
554;1;LANZONE;Via
555;1;CESARE CORRENTI;Via
556;1;DEL TORCHIO;Via
557;1;CIRCO;Via
558;1;MEDICI;Via
559;3;GUGLIELMO MASSAIA;Pza
560;3;MENTANA;Pza
561;1;BAGNERA;Via
562;1;SANTA MARTA;Via
563;1;SAN MAURILIO;Via
564;1;NERINO;Via
565;1;ZECCA VECCHIA;Via
566;1;FOSSE ARDEATINE;Via
567;3;SAN SEPOLCRO;Pza
568;1;DEL BOLLO;Via
569;1;BOCCHETTO;Via
570;1;MONETA;Via
571;1;DELL'AMBROSIANA;Via
572;3;PIO XI;Pza
573;1;CESARE CANTU';Via
574;1;EDMONDO DE AMICIS;Via
575;24;SOTTOVIA MERCANTI;Stv
576;1;SANTA MARIA PODONE;Via
577;1;CARDINAL FEDERICO;Via
578;1;DELLE ASOLE;Via
579;21;SAN JOSEMARIA ESCRIVA';Pzt
580;1;PAPA GREGORIO XIV;Via
581;3;SAN GIORGIO;Pza
582;1;CARLO OTTAVIO CORNAGGIA;Via
583;1;GIUSEPPE BARELLAI;Via
584;3;LUIGI VITTORIO BERTARELLI;Pza
585;1;DISCIPLINI;Via
586;1;DELLA PALLA;Via
587;1;CROCEFISSO;Via
588;1;URBANO III;Via
589;1;CARDINAL CAPRARA;Via
590;1;DELLA CHIUSA;Via
591;1;MOLINO DELLE ARMI;Via
592;1;CAMPO LODIGIANO;Via
593;1;DEI FABBRI;Via
594;1;GIAN GIACOMO MORA;Via
595;3;DELLA RESISTENZA PARTIGIANA;Pza
596;1;DEL DON;Via
597;1;FERNANDA WITTGENS;Via
598;1;DEI MERCANTI;Via
600;4;PAOLO D'ANCONA;Lgo
601;7;LUIGI CADORNA;Ple
602;1;GIOSUE' CARDUCCI;Via
603;1;SAN NICOLAO;Via
604;11;MAGENTA;Cso
605;1;GIUSEPPE BRENTANO;Via
606;1;LUIGI ILLICA;Via
607;1;GIACOMO PUCCINI;Via
608;1;DELLE ORSOLE;Via
609;1;SAN GIOVANNI SUL MURO;Via
610;1;MANFREDO CAMPERIO;Via
611;1;PORLEZZA;Via
612;1;DANTE;Via
613;1;GIORGIO GIULINI;Via
614;1;MERAVIGLI;Via
615;5;SAN GIOVANNI SUL MURO;Vlo
616;3;SANTI PIETRO E LINO;Pza
617;5;SANTA MARIA ALLA PORTA;Vlo
618;21;"ADELAIDE ""LILLA"" BRIGNONE";Pzt
619;1;SAN VITTORE AL TEATRO;Via
620;1;SANTA MARIA ALLA PORTA;Via
621;3;DEGLI AFFARI;Pza
622;1;MARIA TERESA;Via
623;1;GAETANO NEGRI;Via
624;1;SANTA MARIA SEGRETA;Via
625;1;GABRIO CASATI;Via
626;3;CORDUSIO;Pza
627;1;CORDUSIO;Via
628;3;EDISON TOMMASO;Pza
629;1;DELLA POSTA;Via
630;1;SANTA MARIA FULCORINA;Via
631;3;BORROMEO;Pza
632;1;BORROMEI;Via
633;1;MORIGI;Via
634;1;CAPPUCCIO;Via
635;1;GORANI;Via
636;1;VIGNA;Via
637;1;BRISA;Via
638;1;BERNARDINO LUINI;Via
639;1;ANSPERTO;Via
640;1;NIRONE;Via
641;1;SANTA VALERIA;Via
642;1;LODOVICO NECCHI;Via
643;3;SANT'AMBROGIO;Pza
644;1;TERRAGGIO;Via
645;1;BERNARDINO BUTTINONE;Via
646;17;GIUSEPPE BORELLA;Gll
647;1;SAN VITTORE;Via
648;1;SANT'AGNESE;Via
649;1;SANT'ORSOLA;Via
650;1;VALPETROSA;Via
651;4;FRA AGOSTINO GEMELLI;Lgo
652;4;AI CADUTI MILANESI PER LA PATRIA;Lgo
653;4;ANSPERTO;Lgo
654;4;DELLA CROCETTA;Lgo
655;3;SALVATORE QUASIMODO;Pza
656;4;TOMMASO GALLARATI SCOTTI;Lgo
657;4;DEI BERSAGLIERI;Lgo
658;27;CALDERINI ARISTIDE;Grd
702;1;ANTONIO BERETTA;Via
703;1;GIOVANNI LANZA;Via
704;3;CASTELLO;Pza
705;1;STEFANO JACINI;Via
706;1;PIETRO PALEOCAPA;Via
707;1;MARCO MINGHETTI;Via
708;1;BETTINO RICASOLI;Via
709;1;LUCA BELTRAMI;Via
710;4;CAIROLI;Lgo
711;16;BUONAPARTE;For
712;1;TIVOLI;Via
713;1;DELLE ERBE;Via
714;1;ARCO;Via
715;1;LANDOLFO;Via
716;1;GIUSEPPE SACCHI;Via
717;1;MERCATO;Via
718;1;PONTE VETERO;Via
719;1;CUSANI;Via
720;1;BROLETTO;Via
721;1;SAN PROSPERO;Via
722;1;ROVELLO;Via
723;1;SAN TOMASO;Via
724;1;QUINTINO SELLA;Via
725;1;GIUSEPPE POZZONE;Via
726;4;ANTONIO GREPPI;Lgo
727;4;MARIA CALLAS;Lgo
911;3;STATI UNITI D'AMERICA;Pza
1006;1;GIANNI CAPRONI;Via
1007;3;LUIGI EINAUDI;Pza
1008;2;DELLA LIBERAZIONE;Vle
1009;4;GUIDO DONEGANI;Lgo
1010;11;GIUSEPPE GARIBALDI;Cso
1011;1;GIORGIO STREHLER;Via
1012;1;ANFITEATRO;Via
1013;1;LAURA SOLERA MANTEGAZZA;Via
1014;1;VASTO;Via
1015;1;DI PORTA TENAGLIA;Via
1016;1;DELLA MOSCOVA;Via
1017;1;PINAMONTE DA VIMERCATE;Via
1018;1;ALESSANDRO VOLTA;Via
1019;1;SAN SIMPLICIANO;Via
1020;1;DELIO TESSA;Via
1022;1;DEI CAVALIERI DEL SANTO SEPOLCRO;Via
1023;1;ANCONA;Via
1024;1;DEI CHIOSTRI;Via
1025;1;PALERMO;Via
1026;4;CLAUDIO TREVES;Lgo
1027;3;SAN SIMPLICIANO;Pza
1028;1;SOLFERINO;Via
1029;1;STATUTO;Via
1030;1;LOVANIO;Via
1031;1;VARESE;Via
1032;1;PONTIDA;Via
1033;4;LA FOPPA;Lgo
1034;1;MILAZZO;Via
1035;1;MARSALA;Via
1036;1;SAN MARCO;Via
1037;1;MONTEBELLO;Via
1038;3;CARLO MIRABELLO;Pza
1039;1;GOITO;Via
1040;3;SAN MARCO;Pza
1041;1;CERNAIA;Via
1042;1;SAN FERMO;Via
1043;1;CASTELFIDARDO;Via
1044;11;DI PORTA NUOVA;Cso
1045;1;RENZO BERTONI;Via
1046;1;SANDRO SANDRI;Via
1047;1;FATEBENESORELLE;Via
1048;1;MARCO DE MARCHI;Via
1049;1;GIUSEPPE PARINI;Via
1050;1;ANDREA APPIANI;Via
1051;1;CARLO PORTA;Via
1052;1;DANIELE MANIN;Via
1053;1;FILIPPO TURATI;Via
1054;1;PRINCIPE AMEDEO;Via
1055;3;DELLA REPUBBLICA;Pza
1056;2;MONTE SANTO;Vle
1057;1;CESARE MANGILI;Via
1058;1;BONAVENTURA CAVALIERI;Via
1059;1;GIUSEPPE MARCORA;Via
1060;1;IGINIO UGO TARCHETTI;Via
1061;7;PRINCIPESSA CLOTILDE;Ple
1062;14;DI PORTA NUOVA;Bst
1063;2;FRANCESCO CRISPI;Vle
1064;3;VENTICINQUE APRILE;Pza
1065;3;SANT'ANGELO;Pza
1066;14;DI PORTA VOLTA;Bst
1067;3;PAOLO VI;Pza
1068;1;LUIGI ALBERTINI;Via
1069;1;GIULIANOVA;Via
1070;1;GINO ROCCA;Via
1071;1;UMBERTO FRACCHIA;Via
1072;1;ORIO VERGANI;Via
1073;1;RAFFAELE DE GRADA;Via
1074;1;RENATO BIROLLI;Via
1075;1;MASSIMO BONTEMPELLI;Via
1076;1;LUIGI BARZINI;Via
1077;1;ALFREDO CAMPANINI;Via
1078;1;CLELIA DEL GRILLO BORROMEO;Via
1079;1;TANCREDI DUCCIO GALIMBERTI;Via
1080;1;EUGENIO BALZAN;Via
1081;27;GINA LAGORIO;Grd
1084;1;DEGLI ARTIGIANELLI;Via
1085;1;ROBERTO BRACCO;Via
1086;1;VITTORIO SCIALOIA;Via
1087;1;CEVEDALE;Via
1088;2;ENRICO FERMI;Vle
1089;1;GUGLIELMO KOERNER;Via
1090;1;ANGELO MENOZZI;Via
1091;1;RACCONIGI;Via
1092;1;SANTHIA';Via
1093;1;CIRIE';Via
1094;1;DEMONTE;Via
1095;1;MONCALIERI;Via
1096;1;GIOVANNI BATTISTA PALLETTA;Via
1097;1;CHERASCO;Via
1098;1;VAL MAIRA;Via
1099;1;CARLO GIROLA;Via
1100;1;TOMMASO DA CAZZANIGA;Via
1101;2;MONTE GRAPPA;Vle
1102;1;GALILEO GALILEI;Via
1103;1;MARCO POLO;Via
1104;1;CARTESIO;Via
1105;2;FERDINANDO DI SAVOIA;Vle
1106;3;COMPASSO D'ORO;Pza
1107;1;AMERIGO VESPUCCI;Via
1108;1;MELCHIORRE GIOIA;Via
1109;1;NINO BONNET;Via
1110;1;GASPARE ROSALES;Via
1111;11;COMO;Cso
1112;2;PASUBIO;Vle
1113;1;PIETRO MARONCELLI;Via
1114;1;CARLO FARINI;Via
1115;1;MAURIZIO QUADRIO;Via
1116;1;TITO SPERI;Via
1117;1;MASSIMO D'AZEGLIO;Via
1118;1;ENRICO TAZZOLI;Via
1119;1;GIUSEPPE FERRARI;Via
1120;1;CARLO DE CRISTOFORIS;Via
1121;1;FRANCESCO VIGANO';Via
1122;1;LUIGI BIANCHI D'ESPINOSA;Via
1123;1;GAETANO DE CASTILLIA;Via
1124;5;GAETANO DE CASTILLIA;Vlo
1125;1;FEDERICO CONFALONIERI;Via
1126;1;GUGLIELMO PEPE;Via
1127;1;PASTRENGO;Via
1128;1;PIETRO BORSIERI;Via
1129;1;CARMAGNOLA;Via
1130;1;JACOPO DAL VERME;Via
1131;1;SEBENICO;Via
1132;1;SPALATO;Via
1133;3;TITO MINNITI;Pza
1134;1;GARIGLIANO;Via
1135;1;VOLTURNO;Via
1136;1;PERASTO;Via
1137;1;ANGELO DELLA PERGOLA;Via
1138;7;CARLO ARCHINTO;Ple
1139;1;COLA MONTANO;Via
1140;1;STRABONE;Via
1141;1;DON GIOVANNI MINZONI;Via
1142;1;LUIGI PORRO LAMBERTENGHI;Via
1143;1;UGO BASSI;Via
1144;3;FIDIA;Pza
1145;1;MEDARDO ROSSO;Via
1146;1;ANTONIO POLLAIUOLO;Via
1147;1;LEPONTINA;Via
1148;7;SEGRINO;Ple
1149;1;GIAN ANTONIO BOLTRAFFIO;Via
1150;1;ABBADESSE;Via
1151;1;ARNALDO DA BRESCIA;Via
1152;1;DELLA BOSCAIOLA;Via
1153;1;ALSERIO;Via
1154;1;TRAU';Via
1155;7;LAGOSTA;Ple
1156;1;POLA;Via
1157;1;FILIPPO SASSETTI;Via
1158;1;IPPOLITO ROSELLINI;Via
1159;1;DEGLI ASSERETO;Via
1160;1;ERCOLE OLDOFREDI;Via
1161;1;FRANCESCO ALGAROTTI;Via
1162;1;DINA GALLI;Via
1163;2;FRANCESCO RESTELLI;Vle
1164;1;TORQUATO TARAMELLI;Via
1165;1;SERCHIO;Via
1166;1;BRACCIANO;Via
1167;1;LANCIANO;Via
1168;1;VALFURVA;Via
1169;1;RINALDO RIGOLA;Via
1170;2;ZARA;Vle
1171;1;LARIO;Via
1172;1;GENOVA THAON DI REVEL;Via
1173;1;VINCENZO CIVERCHIO;Via
1174;1;TIMAVO;Via
1175;2;NAZARIO SAURO;Vle
1176;1;RAFFAELE PARRAVICINI;Via
1177;1;ETTORE BELLANI;Via
1178;1;ALESSANDRO PAOLI;Via
1179;1;LUIGI GALVANI;Via
1180;1;ANTONIO BORDONI;Via
1181;1;LESA;Via
1182;1;EMILIO CORNALIA;Via
1183;1;GUSTAVO FARA;Via
1184;1;ADDA;Via
1185;1;VINCENZO VIVIANI;Via
1186;1;FRANCESCO ARESE;Via
1187;1;GEROLAMO CARDANO;Via
1188;1;VALTELLINA;Via
1189;3;SAN GIOACHIMO;Pza
1190;1;FABIO FILZI;Via
1191;1;ANTONIO LOCATELLI;Via
1192;1;LEOPOLDO MARANGONI;Via
1193;1;AMINTO CARETTO;Via
1194;1;ACHILLE ZEZON;Via
1195;1;GIOVANNI BATTISTA PIRELLI;Via
1196;1;GIUSEPPINA LAZZARONI;Via
1197;1;LUIGI CASANOVA;Via
1198;1;GIULIO TARRA;Via
1199;3;QUATTRO NOVEMBRE;Pza
1200;3;DUCA D'AOSTA;Pza
1201;1;VITTOR PISANI;Via
1202;1;GIOVANNI BATTISTA SAMMARTINI;Via
1203;1;PONTE SEVESO;Via
1204;1;COPERNICO;Via
1205;1;LEOPOLDO GASPAROTTO;Via
1206;1;GIUSEPPE MARTUCCI;Via
1207;1;MUZIO CLEMENTI;Via
1208;1;ANTONIO VIVALDI;Via
1209;1;FRANCESCO MARIA VERACINI;Via
1210;1;GIULIO CACCINI;Via
1211;1;GIOVANNI SCHIAPARELLI;Via
1212;2;SONDRIO;Vle
1213;1;TONALE;Via
1214;2;LUNIGIANA;Vle
1215;1;CRISTOFORO GLUCK;Via
1216;1;GIANFRANCO ZURETTI;Via
1217;1;EDOLO;Via
1218;1;EMANUELE MUZIO;Via
1219;1;GIACOMO CARISSIMI;Via
1220;1;MALOJA;Via
1221;2;VINCENZO LANCETTI;Vle
1222;1;GIUSEPPE PIAZZI;Via
1223;1;DELL'APRICA;Via
1224;1;BERNINA;Via
1225;1;SOMMACAMPAGNA;Via
1226;1;EDOARDO PORRO;Via
1227;2;STELVIO;Vle
1228;1;RESEGONE;Via
1229;1;TEGLIO;Via
1230;2;EDOARDO JENNER;Vle
1231;1;LEVICO;Via
1232;2;LUIGI TORELLI;Vle
1233;1;CALABRIA;Via
1234;1;COSTANZO CANTONI;Via
1235;1;NICOSTRATO CASTELLINI;Via
1236;7;COSTANTINO NIGRA;Ple
1237;2;LUIGI BODIO;Vle
1238;7;LUGANO;Ple
1239;10;ADRIANO BACULA;Cav
1240;1;COLICO;Via
1241;1;CERNOBBIO;Via
1242;1;GIUSEPPE CANDIANI;Via
1243;1;BELLAGIO;Via
1244;1;DIEGO GUICCIARDI;Via
1245;1;GIOVANNI BATTISTA VARE';Via
1246;1;EMILIO BROGLIO;Via
1247;1;LUIGI MERCANTINI;Via
1248;1;ERCOLE RICOTTI;Via
1249;1;GENS CLAUDIA;Via
1250;3;SCHIAVONE;Pza
1251;1;MONTE CRISTALLO;Via
1252;1;BENEDETTO VARCHI;Via
1253;1;ANGELO DEL BON;Via
1254;1;LUCIANO ZUCCOLI;Via
1255;4;SAN VALENTINO;Lgo
1256;1;MEINA;Via
1257;1;GERMANA DE STAEL;Via
1258;1;ROSA LUXEMBURG;Via
1259;1;CAMILLO PRAMPOLINI;Via
1260;1;PESCANTINA;Via
1261;1;ROSA MASSARA DE CAPITANI;Via
1262;3;GIOVANNI BAUSAN;Pza
1263;1;FRANCESCO PAOLO MICHETTI;Via
1264;1;GIOVANNI ARRIVABENE;Via
1265;1;GIOVITA SCALVINI;Via
1266;1;DEGLI IMBRIANI;Via
1267;1;FILIPPO BALDINUCCI;Via
1268;1;ANTONIO CARNEVALI;Via
1269;1;MARCELLO PRESTINARI;Via
1270;1;JACOPONE DA TODI;Via
1271;1;VELLETRI;Via
1272;1;DERGANINO;Via
1273;1;ACERENZA;Via
1274;1;LUGO;Via
1275;1;IMOLA;Via
1276;1;ANGIOLO MAFFUCCI;Via
1277;1;AMILCARE BONOMI;Via
1278;1;CAIANELLO;Via
1279;1;ADELINA PATTI;Via
1280;1;SUBIACO;Via
1281;1;CATONE;Via
1282;1;CAMILLO UGONI;Via
1283;1;LEONARDO BRUNI;Via
1284;1;BERNARDO DAVANZATI;Via
1285;1;GIUSEPPE BRUSCHETTI;Via
1286;1;GIUSEPPE GUERZONI;Via
1287;1;PIETRO DI PIETRAMELLARA;Via
1288;1;CARLO CAFIERO;Via
1289;1;ANGELO MASINA;Via
1290;1;CILENTO;Via
1291;1;MAFFEO PANTALEONI;Via
1292;1;ENRICO ANNIBALE BUTTI;Via
1293;1;GIACINTO COLLEGNO;Via
1294;1;IGNAZIO CIAIA;Via
1295;1;GIUSEPPE CESARE ABBA;Via
1296;1;LIVIGNO;Via
1297;1;CASENTINO;Via
1298;1;LEGNONE;Via
1299;1;MONTE SAN GENESIO;Via
1300;1;LUIGI MANZOTTI;Via
1301;1;CESARE ZOCCHI;Via
1302;4;DESIO;Lgo
1303;1;LATISANA;Via
1304;1;MARIO GALLI;Via
1305;4;GINO ALLEGRI;Lgo
1306;1;ANTONIO CALDERONI;Via
1307;1;CUMA;Via
1308;1;GAETANO BRAGA;Via
1309;1;ERASMO BOSCHETTI;Via
1310;1;ABBAZIA;Via
1311;1;CARLO IMBONATI;Via
1312;1;BERNARDINO DE CONTI;Via
1313;1;BENIGNO CRESPI;Via
1314;1;VALASSINA;Via
1315;1;POPULONIA;Via
1316;1;GIOACCHINO MURAT;Via
1317;1;ANGELO MONTICELLI;Via
1318;1;GIULIO BELINZAGHI;Via
1319;1;FRANCESCO NAVA;Via
1320;1;PAOLO BASSI;Via
1321;1;CRISTOFORO NEGRI;Via
1322;1;LUIGI FEDERICO MENABREA;Via
1323;3;SPOTORNO;Pza
1324;1;CUSIO;Via
1325;1;TOCE;Via
1326;3;SANTA MARIA ALLA FONTANA;Pza
1327;3;GIUSEPPE PASOLINI;Pza
1328;1;FIUGGI;Via
1329;1;SALSOMAGGIORE;Via
1330;1;CUFRA;Via
1331;1;TAORMINA;Via
1332;1;LUIGI BIRAGHI;Via
1333;1;AIROLO;Via
1334;1;SARZANA;Via
1335;1;TRESCORE;Via
1336;1;ASMARA;Via
1337;1;VEGLIA;Via
1338;3;CASERTA;Pza
1339;4;VULCI;Lgo
1340;1;MONTALBINO;Via
1341;1;CURZOLA;Via
1342;1;BUDUA;Via
1343;1;LAURANA;Via
1344;1;ALA;Via
1345;1;LUSSINPICCOLO;Via
1346;1;LUSSINO;Via
1347;7;ISTRIA;Ple
1348;1;SCIPIO SLATAPER;Via
1349;1;SOFIA ALBINI BISI;Via
1350;1;FILIPPO FILIPPI;Via
1351;1;RAGUSA;Via
1352;1;ARBE;Via
1353;1;LEONE FORTIS;Via
1354;1;CARLO LANDRIANI;Via
1355;1;VILLA MIRABELLO;Via
1356;1;ARTURO COLAUTTI;Via
1357;1;VITTORIO BERSEZIO;Via
1358;7;GIUSEPPE MASSARI;Ple
1359;1;ACHILLE BIZZONI;Via
1360;2;MARCHE;Vle
1361;7;CARLO MACIACHINI;Ple
1362;1;ADELE MARTIGNONI;Via
1363;1;GIOVANNI KEPLERO;Via
1364;3;APPIO CLAUDIO;Pza
1365;1;SAGUNTO;Via
1366;1;BITONTO;Via
1367;1;SARNO;Via
1368;1;GASPARO DA SALO';Via
1369;1;JACOPO PERI;Via
1370;1;DELLA MAGGIOLINA;Via
1371;1;PACIFICO VALUSSI;Via
1372;1;ETTORE XIMENES;Via
1373;7;SALVATORE FARINA;Ple
1374;1;VINCENZO SALVAGNOLI;Via
